Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss
50,0.08008280673414468,-1.0000782278466225,-0.9199954223132133,25895272.67032409
9.244228968330555,-0.004529612617931812
100,0.044214824694804845,-1.0000038182067872,-0.9557889941906929,695489542.51296
8.32763477979353,-0.005099944670231343
150,0.0449866241807118,-0.9999939082026481,-0.9550072849071026,161697149768.1792
10.291611776044068,-0.003877900013011272
